notice_actionability,award_notice_flag,market_intel_value,awardee_name,award_amount,award_date,award_number,fit_score,prime_reality_score,recommendation,conditional_recommendation,matched_lane,evaluation_method,submission_method,forms_required_text,amendment_compliance_alert,amendment_compliance_task,deadline_status,days_until_deadline,due_date_solicitation_local,due_date_user_local,on_site_staffing_flag,mandatory_staffing_flag,telework_ambiguity_flag,remote_feasibility_score,local_staffing_dependency,performance_location_risk,staffing_model,execution_risk,compliance_risk,rfi_needed,rfi_recommendation,set_aside_hard_gate,set_aside_hard_gate_reason,force_teaming_target,small_business_subcontracting_check,subcontracting_note,prime_case_report_required,prime_case_report_note,team_lock_alert,team_lock_note,idiq_ceiling_detected,idiq_ceiling_text,guaranteed_minimum_text,step1_mandatory_flag,step1_deadline_note,step1_deadline_text,scientific_domain_complexity_flag,scientific_domain_terms,scientific_domain_note,subcontractor_role_classifier,attachment_review_needed,attachment_review_priority,attachment_download_ready,attachment_discovery_method,resource_link_type_summary,actual_downloadable_attachment_count,actual_downloadable_attachment_links,sam_detail_api_link_count,sam_detail_api_links,sam_notice_desc_link_count,sam_notice_desc_links,sam_workspace_link_count,sam_workspace_links,external_portal_link_count,external_portal_links,unknown_resource_link_count,unknown_resource_links,likely_documents_needed,likely_pws_needed,likely_sf1449_needed,likely_sf30_needed,likely_pricing_needed,attachment_keywords_detected,attachment_next_action,local_attachment_folder,local_attachments_found,local_attachment_count,local_attachment_file_list,local_attachment_likely_types,local_pdf_count,local_doc_count,local_docx_count,local_xls_count,local_xlsx_count,local_csv_count,local_zip_count,local_txt_count,local_pws_found,local_sf1449_found,local_sf30_found,local_pricing_found,local_wage_determination_found,local_solicitation_found,local_attachment_next_action,ready_for_bid_no_bid_analysis,sam_detail_enriched,sam_detail_enrichment_source,sam_detail_enrichment_note,sam_detail_debug_json_path,sam_detail_raw_resource_links,sam_detail_raw_links,sam_detail_raw_attachments,sam_detail_raw_documents,sam_detail_raw_files,description_enriched,resource_link_count,has_resource_links,resource_links,psc_code,title,department_ind_agency,notice_id,solicitation_number,sam_notice_id,naics_code,notice_type,set_aside,response_deadline,posted_date,archive_date,place_of_performance,contacts,ui_link,short_description,score_reasons
actionable,No,,,,,,13,13,Pass,Watch or Pass,trucking_transportation,Unknown,SAM.gov,,No,,urgent,7,2026-05-28 12:00 AM UTC,2026-05-27 07:00 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,sam_detail_enrichment_required,"direct_download=0, sam_detail_api=1, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=0",0,,1,https://api.sam.gov/prod/opportunities/v2/search?noticeid=effaa527ff6f444bb3402dffb9dce287&limit=1,0,,0,,0,,0,,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,"combined synopsis, solicitation","Actual attachment links are not available yet. Run selected SAM detail enrichment for this opportunity, or open the SAM.gov workspace page manually to locate attachments.",downloads/SPE4A726T393S,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/SPE4A726T393S/, then rerun offline scan.",No,,,,,,,,,,No,1,Yes,https://api.sam.gov/prod/opportunities/v2/search?noticeid=effaa527ff6f444bb3402dffb9dce287&limit=1,53,"53--BOLT,MACHINE",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AV RICHMOND.DLA AVIATION,SPE4A726T393S,SPE4A726T393S,effaa527ff6f444bb3402dffb9dce287,332722,Combined Synopsis/Solicitation,Total Small Business Set-Aside (FAR 19.5),2026-05-28,2026-05-20,2026-06-27,,"primary | Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link.
If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.
 | DibbsBSM@dla.mil",https://sam.gov/workspace/contract/opp/effaa527ff6f444bb3402dffb9dce287/view,,Best matched lane: trucking_transportation | Context keywords: logistics | Context-only keywords: logistics | Small business set-aside or small business language detected | Active solicitation-type notice | Deadline is urgent: 7 day(s) remaining
actionable,No,,,,,,12,12,Pass,Watch or Pass,trucking_transportation,Unknown,SAM.gov,,No,,long_window,33,2026-06-22 04:30 PM UTC-04:00,2026-06-22 03:30 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,sam_detail_enrichment_required,"direct_download=0, sam_detail_api=1, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=0",0,,1,https://api.sam.gov/prod/opportunities/v2/search?noticeid=fcd63eb9a89e4ae8b05afdd05da6f695&limit=1,0,,0,,0,,0,,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,solicitation,"Actual attachment links are not available yet. Run selected SAM detail enrichment for this opportunity, or open the SAM.gov workspace page manually to locate attachments.",downloads/SPRMM126QMG16,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/SPRMM126QMG16/, then rerun offline scan.",No,,,,,,,,,,No,1,Yes,https://api.sam.gov/prod/opportunities/v2/search?noticeid=fcd63eb9a89e4ae8b05afdd05da6f695&limit=1,4320,"PUMP UNIT,CENTRIFUG",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME MECHANICSBURG.SPRMM1 DLA MECHANICSBURG,SPRMM126QMG16,SPRMM126QMG16,fcd63eb9a89e4ae8b05afdd05da6f695,333914,Solicitation,,2026-06-22T16:30:00-04:00,2026-05-20,2026-07-07,,primary | Electronic Mail: NICHOLAS.BIRBECK@DLA.MIL | NICHOLAS.BIRBECK@DLA.MIL,https://sam.gov/workspace/contract/opp/fcd63eb9a89e4ae8b05afdd05da6f695/view,,Best matched lane: trucking_transportation | Context keywords: logistics | Context-only keywords: logistics | Active solicitation-type notice | Longer response window: 33 day(s) remaining
actionable,No,,,,,,12,12,Pass,Watch or Pass,unknown,Unknown,SAM.gov,,No,,reasonable,21,2026-06-10 11:59 PM UTC-04:00,2026-06-10 10:59 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=3",0,,0,,0,,0,,0,,3,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/72d4e60d98bd40949942a10779377485/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c96fc58fe75245b693f6c2b20e64692a/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cbab62b5a3484fea9a98cc1b4bc9caba/download,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,solicitation,Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/W912HN-27-MOUNT_AIRY-NC-7002,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/W912HN-27-MOUNT_AIRY-NC-7002/, then rerun offline scan.",No,,,,,,,,,,No,3,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/72d4e60d98bd40949942a10779377485/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c96fc58fe75245b693f6c2b20e64692a/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/cbab62b5a3484fea9a98cc1b4bc9caba/download,X1AA,"Armed Forces Career Center - Mount Airy, North Carolina",DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST SAVANNAH.W074 ENDIST SAVANNAH,W912HN-27-MOUNT_AIRY-NC-7002,W912HN-27-MOUNT_AIRY-NC-7002,f9d7b01afc544cb0af6ef95124053396,5311,Solicitation,,2026-06-10T23:59:00-04:00,2026-05-20,2026-06-11,"{'code': 'NC', 'name': 'North Carolina'}, 27030, {'code': 'USA', 'name': 'UNITED STATES'}",primary | Candace McCray | candace.h.mccray@usace.army.mil | 9126757934,https://sam.gov/workspace/contract/opp/f9d7b01afc544cb0af6ef95124053396/view,,Active solicitation-type notice | Reasonable response window: 21 day(s) remaining
actionable,No,,,,,,12,12,Pass,Watch or Pass,unknown,Unknown,SAM.gov,,No,,reasonable,21,2026-06-10 11:59 PM UTC-04:00,2026-06-10 10:59 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=4",0,,0,,0,,0,,0,,4,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/09cce19975b744b2b04fa1235963b7e8/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/43cec8fc233b4e0b82c7691e9bfac630/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c33278ca32de44cc8a1c8c523189e621/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ea60a062f0154881b0437a7513f5debb/download,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,solicitation,Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/W912HN-27-COLUMBUS-GA-6011,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/W912HN-27-COLUMBUS-GA-6011/, then rerun offline scan.",No,,,,,,,,,,No,4,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/09cce19975b744b2b04fa1235963b7e8/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/43cec8fc233b4e0b82c7691e9bfac630/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c33278ca32de44cc8a1c8c523189e621/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ea60a062f0154881b0437a7513f5debb/download,X1AA,"Armed Forces Career Center - Columbus, Georgia",DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST SAVANNAH.W074 ENDIST SAVANNAH,W912HN-27-COLUMBUS-GA-6011,W912HN-27-COLUMBUS-GA-6011,f9b1c7618ed94e5581f2706d7c61b1e6,5311,Solicitation,,2026-06-10T23:59:00-04:00,2026-05-20,2026-06-11,"{'code': '19000', 'name': 'Columbus'}, {'code': 'GA', 'name': 'Georgia'}, 31909, {'code': 'USA', 'name': 'UNITED STATES'}",primary | Shanique Smith | shanique.r.smith@usace.army.mil | 912-591-5089,https://sam.gov/workspace/contract/opp/f9b1c7618ed94e5581f2706d7c61b1e6/view,,Active solicitation-type notice | Reasonable response window: 21 day(s) remaining
actionable,No,,,,,,12,12,Pass,Watch or Pass,unknown,Unknown,SAM.gov,,No,,reasonable,21,2026-06-10 11:59 PM UTC-04:00,2026-06-10 10:59 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=3",0,,0,,0,,0,,0,,3,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3a3fb3c2ba8e461d8f1ce58b2f25c364/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5b8625b0298d40a6976da141dcad5ea4/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fcd75eb8d77c4de8b4f0761bc1400d49/download,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,solicitation,Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/W912HN-27-WILKESBORO-NC-7003,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/W912HN-27-WILKESBORO-NC-7003/, then rerun offline scan.",No,,,,,,,,,,No,3,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3a3fb3c2ba8e461d8f1ce58b2f25c364/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/5b8625b0298d40a6976da141dcad5ea4/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fcd75eb8d77c4de8b4f0761bc1400d49/download,X1AA,"Armed Forces Career Center - Wilkesboro, North Carolina",DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST SAVANNAH.W074 ENDIST SAVANNAH,W912HN-27-WILKESBORO-NC-7003,W912HN-27-WILKESBORO-NC-7003,f8ba8f06658c445a92e12b2257f0b957,5311,Solicitation,,2026-06-10T23:59:00-04:00,2026-05-20,2026-06-11,"{'code': '74020', 'name': 'Wilkesboro'}, {'code': 'NC', 'name': 'North Carolina'}, 28697, {'code': 'USA', 'name': 'UNITED STATES'}",primary | Candace McCray | candace.h.mccray@usace.army.mil | 9126757934,https://sam.gov/workspace/contract/opp/f8ba8f06658c445a92e12b2257f0b957/view,,Active solicitation-type notice | Reasonable response window: 21 day(s) remaining
actionable,No,,,,,,12,12,Pass,Watch or Pass,unknown,Unknown,SAM.gov,,No,,reasonable,21,2026-06-10 11:59 PM UTC-04:00,2026-06-10 10:59 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=3",0,,0,,0,,0,,0,,3,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/977d1621081049df85948620b6a5649c/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/adf7bae0968845e7b29b079af01b2cc5/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/adf907bb35254be8b6b17aaa5f4d04d3/download,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,solicitation,Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/W912HN-27-FLORENCE-SC-6012,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/W912HN-27-FLORENCE-SC-6012/, then rerun offline scan.",No,,,,,,,,,,No,3,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/977d1621081049df85948620b6a5649c/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/adf7bae0968845e7b29b079af01b2cc5/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/adf907bb35254be8b6b17aaa5f4d04d3/download,X1AA,"Armed Forces Career Center - Florence, South Carolina",DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION SOUTH ATLANTIC.ENDIST SAVANNAH.W074 ENDIST SAVANNAH,W912HN-27-FLORENCE-SC-6012,W912HN-27-FLORENCE-SC-6012,f381491c329449ef977c2c2e1f2931b8,5311,Solicitation,,2026-06-10T23:59:00-04:00,2026-05-20,2026-06-11,"{'code': '25810', 'name': 'Florence'}, {'code': 'SC', 'name': 'South Carolina'}, 29505, {'code': 'USA', 'name': 'UNITED STATES'}",primary | Lakesha Manor | Lakesha.M.Manor@usace.army.mil | 9126525019,https://sam.gov/workspace/contract/opp/f381491c329449ef977c2c2e1f2931b8/view,,Active solicitation-type notice | Reasonable response window: 21 day(s) remaining
actionable,No,,,,,,12,12,Pass,Watch or Pass,unknown,Unknown,SAM.gov,,No,,reasonable,14,2026-06-03 04:00 PM UTC-04:00,2026-06-03 03:00 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=1",0,,0,,0,,0,,0,,1,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8cb98c4eea8242f3933c0b68afacb449/download,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,solicitation,Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/191V1026R0001,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/191V1026R0001/, then rerun offline scan.",No,,,,,,,,,,No,1,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/8cb98c4eea8242f3933c0b68afacb449/download,1398,Health and life solicitation,"STATE, DEPARTMENT OF.STATE, DEPARTMENT OF.US EMBASSY ABIDJAN",191V1026R0001,191V1026R0001,f114226975d44b37b6a4cee325c88add,524114,Presolicitation,No Set aside used,2026-06-03T16:00:00-04:00,2026-05-20,2026-06-18,"{'code': 'ABIDJAN', 'name': 'ABIDJAN'}, {'code': 'CI-AB', 'name': 'Abidjan'}, BP 730 Abidjan Cidex, {'code': 'CIV', 'name': 'CÔTE D’IVOIRE'}",primary | Rindala Wagner | Wagnerr@state.gov | (225)27-2249-4133 ; secondary | Assy-Traore Bintou | traorebx@state.gov | (225)27-2249-4390,https://sam.gov/workspace/contract/opp/f114226975d44b37b6a4cee325c88add/view,,Active solicitation-type notice | Reasonable response window: 14 day(s) remaining
actionable,No,,,,,,12,12,Pass,Watch or Pass,trucking_transportation,Unknown,SAM.gov,,No,,long_window,30,2026-06-19 04:00 PM UTC-05:00,2026-06-19 04:00 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=6",0,,0,,0,,0,,0,,6,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/80ef246d3cf5480e93005458850365cd/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/849ca244fffa4cbeb32e8e46ec87d93b/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/96d05007fe9f40df87a315728031bc23/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d03906e225f8499ca48360a0e860f64e/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d938af3e26bc42d68b6aaf2f353c2c2b/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ec0de864c2824512a2e2e382b8c149c7/download,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,solicitation,Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/SPRTA126R0241,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/SPRTA126R0241/, then rerun offline scan.",No,,,,,,,,,,No,6,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/80ef246d3cf5480e93005458850365cd/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/849ca244fffa4cbeb32e8e46ec87d93b/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/96d05007fe9f40df87a315728031bc23/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d03906e225f8499ca48360a0e860f64e/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d938af3e26bc42d68b6aaf2f353c2c2b/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ec0de864c2824512a2e2e382b8c149c7/download,2840,Case Compressor Air,"DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA AVIATION.DLA AVIATION OKLAHOMA CITY.DLA AVIATION AT OKLAHOMA CITY, OK",SPRTA126R0241,SPRTA126R0241,ee8d925399f24700b94b19f14ec61764,336412,Solicitation,,2026-06-19T16:00:00-05:00,2026-05-20,2026-12-31,"{'code': 'USA', 'name': 'UNITED STATES'}",primary | James Headington | James.Headington.1@us.af.mil,https://sam.gov/workspace/contract/opp/ee8d925399f24700b94b19f14ec61764/view,,Best matched lane: trucking_transportation | Context keywords: logistics | Context-only keywords: logistics | Active solicitation-type notice | Longer response window: 30 day(s) remaining
actionable,No,,,,,,10,10,Pass,Watch or Pass,unknown,Unknown,SAM.gov,,No,,long_window,22,2026-06-12 11:00 AM UTC+09:00,2026-06-11 09:00 PM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=6",0,,0,,0,,0,,0,,6,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/45857472b97c4b989ba80ba40c35cecd/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/667c5da4bba74518b9bdecd33eede324/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/735e44851b614b05b91cec4b8b72c714/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a6c3aef158014ab997f2dc8a1f514bb2/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d0fea3be437244f18309b572a88299a7/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f3ed934d86434a938830f999a850f42d/download,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,"combined synopsis, solicitation",Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/FA527026QA016,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/FA527026QA016/, then rerun offline scan.",No,,,,,,,,,,No,6,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/45857472b97c4b989ba80ba40c35cecd/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/667c5da4bba74518b9bdecd33eede324/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/735e44851b614b05b91cec4b8b72c714/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a6c3aef158014ab997f2dc8a1f514bb2/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d0fea3be437244f18309b572a88299a7/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f3ed934d86434a938830f999a850f42d/download,W085,Portable Latrine and Handwash Station Rental,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.PACIFIC AIR FORCES.FA5270  18 CONS PK,FA527026QA016,FA527026QA016,fc83206272e344eb89dd8e51d7fdbdd3,562991,Combined Synopsis/Solicitation,No Set aside used,2026-06-12T11:00:00+09:00,2026-05-20,2026-06-27,"{'code': 'Kadena AB', 'name': 'Kadena AB'}, {'code': 'JP-47', 'name': 'Okinawa'}, {'code': 'JPN', 'name': 'JAPAN'}",primary | Ava J. Sabado | ava.sabado.jp@us.af.mil | 3156345511 ; secondary | Rose Napolitano | rose.napolitano@us.af.mil | 3156344107,https://sam.gov/workspace/contract/opp/fc83206272e344eb89dd8e51d7fdbdd3/view,,Active solicitation-type notice | Longer response window: 22 day(s) remaining
actionable,No,,,,,,10,10,Pass,Watch or Pass,unknown,Unknown,SAM.gov,,No,,long_window,49,2026-07-09 01:00 PM UTC,2026-07-09 08:00 AM CDT,No,No,No,3,Unclear,unknown,unclear,Medium,Low,No,,No,,No,No,,No,,No,,No,,,No,,,No,,,,Yes,Medium,No,resource_links_unclassified,"direct_download=0, sam_detail_api=0, sam_notice_description_api=0, sam_workspace_page=0, external=0, unknown=16",0,,0,,0,,0,,0,,16,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1857ad3e71594c4abdd5dc67498d1371/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3135ca71ee1f460c8cbf3e89ab83ce38/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3e41920e02824db286241a1b8f4e4e1c/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/43cffbbd71e744b08c606e3cd5500550/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/48b8b3c4061144f6b76b2beef9c8edad/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/82a1096a0e754f79824045829b6bd102/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/89e1458c253040d18bec385d40590d48/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9e3aab449ad3407583f7746eaded5664/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a4cb7928118348f78f9acc5f911d13bb/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b46330de40ba4325b38ace1108e1a94d/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d1b9e020f71d4ec3a6fbea299fe3ccf0/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d2ddd7706c5f4b02b12e52dc3df5a2a4/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dc6fe1edef0b435b908ae770fa9b2fa4/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f814f66dcc97462ea78111eb08883a46/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fb6d38347659469d939bf8b3e81b0e0f/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fd2646906aac4853a36ce970a044505e/download,Solicitation / RFQ / RFP,Unknown,Unknown,Unknown,Unknown,solicitation,Resource links exist but are not classified as downloadable. Manual review or selected detail enrichment is required.,downloads/DARPA-PS-26-119,No,0,,,0,0,0,0,0,0,0,0,No,No,No,No,No,No,"No local files found. Download SAM.gov attachments manually into downloads/DARPA-PS-26-119/, then rerun offline scan.",No,,,,,,,,,,No,16,Yes,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1857ad3e71594c4abdd5dc67498d1371/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3135ca71ee1f460c8cbf3e89ab83ce38/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3e41920e02824db286241a1b8f4e4e1c/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/43cffbbd71e744b08c606e3cd5500550/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/48b8b3c4061144f6b76b2beef9c8edad/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/82a1096a0e754f79824045829b6bd102/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/89e1458c253040d18bec385d40590d48/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/9e3aab449ad3407583f7746eaded5664/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a4cb7928118348f78f9acc5f911d13bb/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/b46330de40ba4325b38ace1108e1a94d/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d1b9e020f71d4ec3a6fbea299fe3ccf0/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/d2ddd7706c5f4b02b12e52dc3df5a2a4/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/dc6fe1edef0b435b908ae770fa9b2fa4/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/f814f66dcc97462ea78111eb08883a46/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fb6d38347659469d939bf8b3e81b0e0f/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fd2646906aac4853a36ce970a044505e/download,AC12,Area-Multiplied Photonic-crystal Enhanced Devices (AMPED),DEPT OF DEFENSE.DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA).DEF ADVANCED RESEARCH PROJECTS AGCY,DARPA-PS-26-119,DARPA-PS-26-119,f5c6440e97ad45b09e2619b1b5519ac8,541715,Solicitation,,2026-07-09T13:00:00,2026-05-20,2026-08-09,,primary | AMPED PS Coordinator | AMPED@darpa.mil,https://sam.gov/workspace/contract/opp/f5c6440e97ad45b09e2619b1b5519ac8/view,,Active solicitation-type notice | Longer response window: 49 day(s) remaining
